,FC,FC,FC,FC,FC,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR
Tissue,CSF,CTX,CTX,SPC,SPC,CSF,CTX,CTX,SPC,SPC,sum_significant
Fraction,CSF,insoluble,soluble,insoluble,soluble,CSF,insoluble,soluble,insoluble,soluble,
Leading_Gene,,,,,,,,,,,
AMPL,,,,,0.23076984206075,,,,,0.113513302528664,0
AMY2B,-0.083341150867696,,,,,0.9767077574634933,,,,,0
AN32E,,,,,0.405244357541074,,,,,0.175282747469517,0
AN34A,,,,,-0.104959131601206,,,,,0.839920757319092,0
ANFY1,,,,,0.0825892564794897,,,,,0.414646467866984,0
ANG,0.0871028387037853,,,,,0.9962090509916655,,,,,0
ANGE2,,,,,-0.0789232469555965,,,,,0.856794916662253,0
ANGEL2,,,0.0296753514471104,,,,,0.944854928423962,,,0
ANGPTL2,0.148881077102915,,,,,0.7675984230778834,,,,,0
ANGPTL7,0.0314768833662882,,,,,0.9962090509916655,,,,,0
ANK1,,0.448374667614714,-0.113942648228035,-0.391787018323522,0.02188095637391,,0.327767364335989,0.547456815692458,0.322264246550831,0.946117362299694,0
ANK2,,-0.164679567352854,-0.0318550013034513,-0.227459395091227,-0.0555766980269199,,0.662063382415778,0.835892599433446,0.491910201178455,0.804720692310208,0
ANK3,,0.0327700060644216,-0.0485722650499998,-0.982041943107233,-0.0225742352604204,,0.932844378991676,0.754335811229028,0.124916918497429,0.946117362299694,0
ANKFY1,,-0.300146704335521,-0.0667248956555068,-0.123400279845671,,,0.526836624853439,0.738318967972883,0.749776486075513,,0
ANKIB1,,,0.0197744356448134,,,,,0.944854928423962,,,0
ANKMY2,,0.256356216425379,-0.0936854956892439,-0.408263744456207,,,0.295022830086865,0.595873755553175,0.604354495823989,,0
ANKRD24,,,0.113680085238799,,,,,0.816653719914416,,,0
ANKRD28,,,-0.0136610755464976,,,,,0.965723804045106,,,0
ANKRD34A,,,0.183532769413675,,,,,0.383754094542022,,,0
ANKS1B,,0.135649372219323,-0.100431605118968,,,,0.791954408803169,0.738109621379703,,,0
ANKY2,,,,,-0.421833994766507,,,,,0.414646467866984,0
ANLN,,0.046328912839505,-0.0489859848477823,-0.0772881274068669,-0.00748887882396132,,0.982834224779866,0.936966254056613,0.843769273457845,0.971817263166974,0
ANM5,,,,,-0.211691682042168,,,,,0.679007872796304,0
ANO6,,,0.223440529645743,,0.198094130831537,,,0.71321738262495,,0.624889591795822,0
ANP32E,,,0.131589017145707,,,,,0.805037689487558,,,0
ANPEP,-0.0860731429204442,,,,,0.9962090509916655,,,,,0
ANR24,,,,,-0.668034548455617,,,,,0.45413595514562,0
ANR28,,,,,-0.0110337644675574,,,,,0.986399723920637,0
ANS1B,,,,,0.536676107194616,,,,,0.594559723439933,0
ANT3,,,,,0.278204332169181,,,,,0.742389061797561,0
ANTXR1,-0.195327164290788,,,,,0.661137087146808,,,,,0
ANX11,,,,,0.529537164284073,,,,,0.349322249511865,0
ANXA1,-0.215330651135949,0.0401522352763991,0.130910774090088,0.493066479058207,0.352927371514481,0.9962090509916655,0.982834224779866,0.651842761367388,0.00829100476004158,0.0907996245714792,1
ANXA11,,,0.258570096365858,,,,,0.464654951164635,,,0
ANXA2,-0.0433035420648977,,-0.145008051770102,,0.319561242996557,0.9962090509916655,,0.552738935976162,,0.124702330109745,0
ANXA4,,,-0.620352774831413,,-0.26529409255108,,,0.369061976994255,,0.601638847285036,0
ANXA5,-0.028883710199473,0.30301733647941,-0.103299636200675,0.339666301563856,0.0317049933940818,0.9962090509916655,0.595328275198834,0.856268209575753,0.257798555915806,0.934184578757256,0
ANXA6,,-0.142162822336216,-0.0016852086454795,0.0558204539136895,-0.0554569605050421,,0.890406590090763,0.995546611734369,0.831095762976152,0.859894258906927,0
ANXA7,,0.0595426581614891,0.0915103525961694,0.445440516540707,0.188101473644729,,0.966681834141769,0.716915686140046,0.15868322498833,0.494430135354903,0
AOC3,-0.079637137326328,,,,,0.9962090509916655,,,,,0
AOFA,,,,,0.0553629869524187,,,,,0.941267157283237,0
AOFB,,,,,0.390098432355574,,,,,0.0835821784038923,0
AP180,,,,,-0.415522654520516,,,,,0.2018900400593,0
AP1B1,,,-0.663266960014978,,-0.0412764612593477,,,0.125939555392208,,0.961823981840594,0
AP1G1,,,-0.463855627856774,,-0.204701020651429,,,0.345260263524672,,0.546792872472683,0
AP1M1,,,-0.101920906419636,,-0.177866703578903,,,0.663039097094061,,0.693232630395397,0
AP1S1,,,-0.477096517314909,,-0.467692723282797,,,0.458212072674569,,0.481264448739968,0
AP2A1,0.114336463121267,-0.0979006823489548,-0.0795097831241551,0.179028756318022,-0.128459302603269,0.9962090509916655,0.572060292502536,0.482851686390922,0.305920397075427,0.0835821784038923,0
AP2A2,,0.0226012342293488,-0.0715064944247652,0.298169993980354,-0.0451703882408455,,0.982482116232407,0.824437071384856,0.351222126902743,0.742389061797561,0
AP2B1,-0.0858079117613944,-0.0370756730533986,-0.0708577902955007,0.348665335253525,-0.0749364429651362,0.9871901018291211,0.966681834141769,0.668941534051234,0.0702150032440409,0.870771953516091,0
AP2M1,,0.366992187343588,-0.11976170784909,-0.121676183289612,0.190281862441579,,0.392693311164419,0.406671219516342,0.804513353932086,0.221385441807263,0
AP2S1,,,-0.0949540955539002,,-0.142161218257139,,,0.565422249267228,,0.494430135354903,0
AP3B2,,-0.180248550989392,-0.202693681584054,-0.28697030126872,-0.284349453574811,,0.740380209521731,0.309831889735006,0.391622516634039,0.205758957860831,0
AP3D1,,0.0526731424035721,-0.145533227079099,-0.605293106688971,-0.0928029959799263,,0.976188593962704,0.368110190183959,0.358971336600452,0.789055700596187,0
AP3M2,,,-0.0220060961247712,,-0.139679574170561,,,0.96335438542648,,0.778416692639584,0
AP3S1,,,-0.351744353919865,,-0.542702704119215,,,0.345260263524672,,0.304875720299232,0
AP4A,,,,,0.280005475939983,,,,,0.515015045983955,0
AP5Z1,,,0.062426871799472,,0.360381852926198,,,0.86560173640637,,0.414646467866984,0
APBA1,,,-0.014594489979345,,-0.0935497589521777,,,0.954215000851904,,0.850508971115488,0
APBA2,,-0.139107815221621,0.0446903824416889,,0.0753302667201656,,0.787113598022871,0.867129877048484,,0.811746035051051,0
APBB1,,,0.0174062600116571,,-0.251512222001511,,,0.96762771856146,,0.591068493584723,0
APC,,,0.00325605635179548,,-0.15021392556379,,,0.992307344607593,,0.859894258906927,0
APCS,-0.0618174366609718,,,,,0.9962090509916655,,,,,0
APLP1,0.101199427871844,,,,,0.7751569091075647,,,,,0
APLP2,-0.0271520968492034,,,,,0.9962090509916655,,,,,0
APMAP,-0.0299276438626368,,0.547125956473544,,0.469319467335887,0.9962090509916655,,0.35063183587721,,0.461693734263804,0
APOA1,0.073303086417063,,0.595281248017739,,0.143641704258588,0.9962090509916655,,0.497799769057807,,0.906741236938562,0
APOA2,-0.0361464841909864,,,,,0.9962090509916655,,,,,0
APOA4,0.0107810209766157,,,,,0.9962090509916655,,,,,0
APOB,-0.238122389798704,,,,,0.9962090509916655,,,,,0
APOC1,0.691453236595819,,,,,0.22269305525442112,,,,,0
APOC2,0.4604743040525,,,,,0.7675203604392383,,,,,0
APOC3,0.758039350095004,,,,,0.4061293897957048,,,,,0
APOC4,0.251871015086319,,,,,0.9962090509916655,,,,,0
APOD,0.0651198141207701,,,,,0.9962090509916655,,,,,0
APOE,0.0933726333731393,,-0.434231344245103,,0.526037675890359,0.9962090509916655,,0.492061665224885,,0.293670949502173,0
APOF,0.243411123752594,,,,,0.9962090509916655,,,,,0
APOH,0.0458934338061852,,,,,0.9962090509916655,,,,,0
APOL1,0.0512379211043594,,,,,0.9962090509916655,,,,,0
APOL2,,,-0.139954582614425,,-0.00202332245152771,,,0.516212108667016,,0.995859619704562,0
APOM,0.0567639683527084,,,,,0.9962090509916655,,,,,0
APOO,,,0.483654362761104,,,,,0.195173047424372,,,0
APOOL,,,0.720709472412333,,,,,0.345260263524672,,,0
APP,-8.61668630953716e-05,,-0.274378684732598,,,0.9997839623833602,,0.383754094542022,,,0
APPL1,,-0.22703303650085,-0.499327108515416,-0.132025831101087,,,0.890406590090763,0.125939555392208,0.839108421580776,,0
APPL2,,,-0.252085761283829,,,,,0.321957712669436,,,0
APRT,,,-0.658450371459145,,,,,0.360462091331239,,,0
APT,,,,,-0.165325004793605,,,,,0.553364426174168,0
AQP1,,-0.094260758212419,-0.531708811189137,0.361246722087272,0.136315565224712,,0.932844378991676,0.309831889735006,0.205879498077081,0.660809529303005,0
AQP4,-0.126234174329182,0.796421794808331,0.226915886114504,0.196839649239606,0.280806474501649,0.9962090509916655,0.434348327535208,0.482851686390922,0.647996791337004,0.214997125520203,0
ARAP1,,,-0.0515446509847408,,0.166222239817672,,,0.92218612726042,,0.524966727520026,0
ARBK1,,,,,-0.107022361124453,,,,,0.867567995512145,0
ARC1A,,,,,0.0798990731180278,,,,,0.804191693973016,0
ARC1B,,,,,0.170995136147389,,,,,0.641231049241336,0
ARCN1,,0.0320747647758755,-0.13321248130873,-0.189697746874565,,,0.966681834141769,0.609595673500523,0.606429360581188,,0
ARF1,,0.0683666600504088,,0.072552090058941,,,0.936428947974618,,0.85240277498,,0
ARF4,-0.0676864249636697,0.118956393930539,0.0654665655653807,0.0358472491502547,0.234295456668961,0.9962090509916655,0.947534152109312,0.876575666766215,0.863695276653713,0.550027469420458,0
ARF5,,,0.0324567365167381,,0.0225153466738919,,,0.895239553503929,,0.953101708247644,0
ARF6,,0.212778417851863,-0.0440513062795775,-0.0548941676095479,0.0388428268192221,,0.521489685725897,0.852977604923391,0.826869054474612,0.9107146319046,0
ARFG1,,,,,0.144829621756966,,,,,0.765950114094641,0
ARFG2,,,,,-0.167493952055938,,,,,0.155498971426499,0
ARFGAP1,,-0.0147100405574727,-0.0867595186783491,,,,0.987837716078066,0.805037689487558,,,0
ARFGAP2,,0.191361269044124,0.152680540111428,0.585259364664026,,,0.678474848711701,0.584965206744327,,,0
ARFGEF1,,,-0.235785954918548,,,,,0.392738415231811,,,0
ARFGEF2,,0.0124497614995591,-0.0123264628713594,0.236186564490878,,,0.991510281820983,0.965723804045106,,,0
ARFGEF3,,0.0690459042274008,0.0404973746969501,-0.494404364990284,,,0.856875436231282,0.852977604923391,0.185420370083954,,0
ARGAL,,,,,0.121870348659208,,,,,0.804720692310208,0
ARHG2,,,,,-0.161712618804113,,,,,0.559795845764748,0
ARHG4,,,,,0.135745878982903,,,,,0.668188926195574,0
ARHG6,,,,,0.115078409356275,,,,,0.476771933194673,0
ARHG7,,,,,-0.156432475635613,,,,,0.529776981096315,0
ARHGA,,,,,0.504505163614575,,,,,0.175282747469517,0
ARHGAP1,,0.0175061504793326,-0.0744964677205149,-0.269052305328938,,,0.991510281820983,0.750005490374311,0.621391915472503,,0
ARHGAP12,,,-0.504497444161318,,,,,0.476276477935986,,,0
ARHGAP17,,,-0.168249833700016,,,,,0.778083980655555,,,0
ARHGAP21,,,0.119011810630415,,,,,0.486581642022569,,,0
ARHGAP23,,,0.0276962564347979,,,,,0.906687244931529,,,0
ARHGAP26,,-0.401976250956022,-0.147168835383452,,,,0.431290004932279,0.519952344015591,,,0
ARHGAP32,,,0.0248752125604484,,,,,0.960782199809356,,,0
ARHGAP35,,-0.0362714297435272,-0.151844858456775,-0.103635395456115,,,0.966681834141769,0.46660824003178,,,0
ARHGAP39,,0.23823657160744,-0.125168928485559,,,,0.445260519133801,0.809517785952892,,,0
ARHGAP44,,0.162181549668033,0.00211246381024399,,,,0.403526319472762,0.991524440525525,,,0
ARHGAP5,,,-0.159867833574038,,,,,0.532043487620776,,,0
ARHGB,,,,,-0.198736426349748,,,,,0.745196922859345,0
ARHGC,,,,,0.249401204677022,,,,,0.531895844479159,0
ARHGDIA,0.0401933402805543,-0.459772809043572,-0.0150734848471717,0.283497392203515,,0.9962090509916655,0.39703411668927,0.96762771856146,0.198105330365079,,0
ARHGDIB,-0.0313918954796257,,,,,0.9962090509916655,,,,,0
ARHGEF10,,,0.563196179487319,,,,,0.360462091331239,,,0
ARHGEF10L,,,-0.167386582190714,,,,,0.606234170177296,,,0
ARHGEF11,,,-0.0497884294831288,,,,,0.866937160238908,,,0
ARHGEF12,,,-0.0275051308260352,,,,,0.969419785145945,,,0
ARHGEF2,,0.182523495838421,0.0795969475829963,-1.06939103086769,,,0.598442438016031,0.647862155509733,,,0
ARHGEF4,,,0.0357416571899138,,,,,0.925964311941189,,,0
ARHGEF6,,0.082709653246371,0.0294729251702521,0.100677942049637,,,0.818050422085317,0.852977604923391,0.843588627439716,,0
ARHGEF7,,-0.142844684342459,0.0425024070809308,-0.290395385820781,,,0.603092817669928,0.807208678339561,,,0
ARK72,,,,,-0.262144706045217,,,,,0.424079013411236,0
ARL1,,0.124702768777946,-0.0710702573931461,-0.0715855810686176,-0.0612343228399196,,0.764771977541958,0.595437931328663,0.767790622597334,0.692742959820873,0
ARL2,,-0.144528090329056,-0.182191653745957,-0.200658499313993,-0.0264216702161181,,0.798421614279517,0.496800232691255,0.347888407642856,0.935105978232743,0
ARL3,,-0.0124769637225086,-0.117263459018461,-0.0750877827505095,0.136841387712537,,0.995310837653782,0.408485334507982,0.823053069960327,0.357948649142824,0
ARL6,,,0.036581240622058,,0.354297110884024,,,0.880326489698158,,0.221385441807263,0
ARL6IP5,,,0.416835464392269,,,,,0.403095050636813,,,0
ARL8A,0.0396337764318968,,-0.0755540962883433,,-0.0963366926670393,0.9962090509916655,,0.409845650335896,,0.568543513106427,0
ARL8B,,-0.132886920522205,-0.113060530313407,0.163451901443282,0.0939464216147132,,0.831074004435665,0.574815561803214,0.713547711602461,0.455062325658473,0
ARM10,,,,,0.0126544834589275,,,,,0.966157509475435,0
ARMC1,,,-0.110559801603722,,-0.290602367573907,,,0.652789317267194,,0.614683558704473,0
ARMC10,,-0.00524052472101433,0.0148880100873455,-0.287673395397499,,,0.998589987665774,0.966939007508781,,,0
ARMC6,,,-0.0893731515292182,,-0.0640346038697814,,,0.709407417828663,,0.919678346170829,0
ARMC8,,,0.0411363559113458,,-0.117467184818442,,,0.95150789134656,,0.772747512950152,0
ARMCX3,,,-0.119121122739007,,,,,0.676955169156264,,,0
ARMH4,-0.134576038438446,,,,,0.9753881218629411,,,,,0
ARMX3,,,,,-0.259767965663372,,,,,0.338689812759497,0
ARP10,,,,,-0.108220179840118,,,,,0.859894258906927,0
ARP2,,,,,0.0643941884031555,,,,,0.363147207393566,0
ARP3,,,,,0.0782117905924744,,,,,0.673656402767184,0
ARP3B,,,,,0.304262424905637,,,,,0.673656402767184,0
ARP5L,,,,,-0.127520763379395,,,,,0.651447800561172,0
ARPC1A,,0.0877104136747731,0.00891638509288528,0.0662197992144943,,,0.873228770553656,0.966263864172868,0.870848788468726,,0
ARPC1B,,,0.269700862843374,,,,,0.368110190183959,,,0
ARPC2,-0.0322261333465583,0.0843857715133651,0.0292140945632309,0.404543094651162,0.141699865113919,0.9962090509916655,0.818050422085317,0.754335811229028,0.0425393842650089,0.414646467866984,1
ARPC3,,-0.286362936083845,0.34070091241734,0.253322677705913,0.453825165562346,,0.678474848711701,0.406671219516342,0.338878207836352,0.502901488385713,0
ARPC4,0.0296976024454292,0.010045681903175,-0.127740379103575,0.146286453515898,0.107091768939921,0.9962090509916655,0.998403145094577,0.682195143414631,0.596193735739196,0.420643281042305,0
ARPC5,,,-0.0794109856707448,,0.323899965685941,,,0.735373841965106,,0.287519986522091,0
ARPC5L,,0.088727137318181,-0.130603633007256,0.189645240137121,,,0.812318849273227,0.612415041882651,0.402287351751565,,0
ARSA,-0.0607016966825071,,,,,0.9962090509916655,,,,,0
ARSB,-0.268693995817998,,,,,0.5081948669018563,,,,,0
ARSG,-0.047462927031626,,,,,0.9962090509916655,,,,,0
ART3,0.0719810567229473,,,,,0.9962090509916655,,,,,0
ARVC,,,,,-0.0487354547387228,,,,,0.758666411935621,0
ARVCF,,,0.0880737987022191,,,,,0.667459734376416,,,0
ASAH1,0.0038571322340246,0.066050031837504,-0.0374689821484133,0.0868815833252684,0.00214016529760025,0.9962090509916655,0.966681834141769,0.96762771856146,0.729110430696262,0.997397726470149,0
ASAP1,,,0.102015068446936,,-0.096692408488659,,,0.873872623931932,,0.918196478557672,0
ASAP3,,,-0.0551370062942689,,0.246218183000976,,,0.965902025460306,,0.47368320740561,0
ASCC3,,,0.349618077223592,,0.691778014764003,,,0.345260263524672,,0.102216500368802,0
ASGL1,,,,,0.0812674761750279,,,,,0.759053566901043,0
ASGR2,0.110087167649043,,,,,0.9962090509916655,,,,,0
ASML,,,,,0.0826905109199141,,,,,0.804191693973016,0
ASMTL,,-0.432278908111526,-0.0555639138634028,-0.398100484750777,,,0.529762226369025,0.806113796275963,0.763473774882896,,0
ASNA,,,,,-0.067447885762676,,,,,0.761221849200697,0
ASNA1,,-0.343150075352394,-0.0745614204316091,-0.0657554594937025,,,0.374415076908856,0.668262397739538,0.843769273457845,,0
ASNS,,0.0863945074050479,0.130208531958897,0.0627335844469157,-0.118053228128567,,0.900037904528893,0.643666399684907,,0.428911191303463,0
ASPH,-0.0686320073087074,,,,,0.9962090509916655,,,,,0
ASRGL1,,,0.200887290737344,,,,,0.465556736257381,,,0
ASTN1,-0.0113618674979215,,0.339625082545052,,0.266224531301894,0.9962090509916655,,0.232012390816428,,0.850432176197362,0
AT131,,,,,0.159197695801621,,,,,0.471686673204267,0
AT1A1,,,,,0.0644324684114392,,,,,0.831775830400906,0
AT1A2,,,,,0.110135546180168,,,,,0.588538505615061,0
AT1A3,,,,,0.0435537801757766,,,,,0.884083683300205,0
AT1B1,,,,,0.173464444162783,,,,,0.590538440857991,0
AT1B2,,,,,-0.116704984611129,,,,,0.669495280726153,0
AT1B3,,,,,0.046416932379665,,,,,0.96579487612635,0
AT2A2,,,,,-0.070137664229358,,,,,0.682430398413084,0
AT2B1,,,,,-0.0575775838344973,,,,,0.778416692639584,0
AT2B2,,,,,-0.161956529098653,,,,,0.668188926195574,0
AT2B3,,,,,-0.177387196288114,,,,,0.707316466867986,0
AT2B4,,,,,0.21900190025729,,,,,0.554005389277978,0
AT2C1,,,,,-0.780692010186724,,,,,0.399038793731909,0
AT5F1,,,,,0.122757804538125,,,,,0.658391049612056,0
AT8A1,,,,,-0.228425769220692,,,,,0.413808482724831,0
ATAD1,,0.143239639314652,-0.0291585881007503,-0.227437142513104,0.0412338362589311,,0.533619945143928,0.852977604923391,,0.860560612697124,0
ATAD3A,,-0.311862536749742,-0.20417581207209,,,,0.501246166635644,0.177664096522543,,,0
ATAD3B,,,-0.025095224972314,,,,,0.965723804045106,,,0
ATAT,,,,,0.0608655195386021,,,,,0.842671982679409,0
ATAT1,,0.019664036609529,-0.140078774939183,0.0186011240028675,,,0.982834224779866,0.684037102348318,0.92640335347839,,0
ATCAY,,,-0.0875749497394448,,-0.226881094132118,,,0.830187849527223,,0.707741795834918,0
ATD3A,,,,,0.0732856538700219,,,,,0.860624582301737,0
ATD3B,,,,,0.149024608115216,,,,,0.826455827092263,0
ATF6,0.0834635069876004,,,,,0.9962090509916655,,,,,0
ATF6B,-0.0431032714090858,,,,,0.9962090509916655,,,,,0
ATG16L1,,,-0.19720688586664,,,,,0.371746012927044,,,0
ATG2B,,0.0549579396363785,-0.425526389764082,,-0.0887338104622066,,0.914568672746504,0.300339511499474,,0.823773668658492,0
ATG3,,0.0110039623344057,-0.0472172550826079,-0.123585446924073,0.271941035331276,,0.99584844120121,0.814832010994527,0.713547711602461,0.169652501193834,0
ATG4B,,,-0.167628743669584,,-0.290763076646911,,,0.725522950979276,,0.270532281328376,0
ATG5,,,0.00402433863954688,,-0.296597473219607,,,0.983419227828384,,0.2018900400593,0
ATIC,,-0.464040765024369,-0.331308937467881,0.090698228048534,,,0.521489685725897,0.304464587597266,0.790720403152313,,0
ATL1,,-0.0699220630961412,-0.130520521061668,-0.110892034479023,,,0.818050422085317,0.300339511499474,0.807862898468532,,0
ATL3,,,0.0578413925398201,,,,,0.920228852352977,,,0
ATLA1,,,,,-0.138677490097218,,,,,0.296023244073284,0
ATLA3,,,,,-0.0314678013985594,,,,,0.896704809044344,0
ATOX1,,,0.206948805113814,,0.301508536109237,,,0.582886969669758,,0.336234679661912,0
ATP13A1,,,-0.000558752598415313,,,,,0.996848985019306,,,0
ATP1A1,0.0474781269867979,0.721704229137687,0.243849544939694,0.291080172472286,,0.9962090509916655,0.241678784070764,0.353465803487154,0.292258377868242,,0
ATP1A2,0.302122205442137,0.503860205839437,0.234864397617392,0.162611861882612,,0.6418340479087274,0.475312034781684,0.456323848686763,0.558112387727616,,0
ATP1A3,0.0156696685636888,0.452884271689189,0.236636841484121,0.210469491963757,,0.9962090509916655,0.265950155397415,0.347213559656183,0.154353897152231,,0
ATP1B1,0.0306580283425077,0.658644308529626,0.312725366955787,0.211370892973863,,0.9962090509916655,0.249612868907871,0.300339511499474,0.540033349786478,,0
ATP1B2,0.0459987863581226,0.30782039528973,0.140493426425543,0.263249140804712,,0.9962090509916655,0.62662997019711,0.647862155509733,0.212228395642631,,0
ATP1B3,,,0.035255850390988,,,,,0.965723804045106,,,0
ATP2A2,,0.0425876437363121,0.0309617925589976,0.0628906847603632,,,0.904538152383958,0.87645484005029,0.846736958543071,,0
ATP2B1,,0.0630368997025987,0.0622363073149093,0.327350556373255,,,0.904331160260598,0.657499159750385,0.252862578370886,,0
ATP2B2,,0.638459340165849,0.288023060320566,-0.0989303202718083,,,0.249612868907871,0.232012390816428,0.897554607366406,,0
ATP2B3,,,0.1422361043618,,,,,0.66768833493721,,,0
ATP2B4,,0.164104218187181,0.250402256654854,0.611148586416369,,,0.857580939949136,0.389972165231903,0.157618046817041,,0
ATP2C1,,,-0.149953958282446,,,,,0.671641331236456,,,0
ATP5F1A,,-0.0650092178749895,0.0527298228886917,-0.134359271100695,,,0.791954408803169,0.638855801183668,0.322264246550831,,0
ATP5F1B,,0.0754297775882167,0.152353195822867,0.135663205751121,,,0.849940661344569,0.452306163816572,0.3392392770132,,0
ATP5F1C,,-0.000147941555959985,-0.0108984680748465,0.0591932959669356,,,0.999368123655743,0.953897149475107,0.847297045179426,,0
ATP5F1D,,0.382906995004175,0.0667858898929725,0.235179925290331,,,0.501246166635644,0.876575666766215,0.214234818285314,,0
ATP5H,,,,,0.146966733817745,,,,,0.751684147985366,0
ATP5I,,,,,-0.543339265245613,,,,,0.476771933194673,0
ATP5L,,,,,-0.0404117032639228,,,,,0.951345798635112,0
ATP5MD,,0.0237846849653541,0.360847549144635,0.0865804573078076,,,0.98453804779199,0.0796778441408507,0.800801255461351,,0
ATP5ME,,,0.227327553397798,,,,,0.702097869930587,,,0
ATP5MF,,0.254871675107199,0.280323385373925,0.369765683491461,,,0.531706827030225,0.366289134699,0.182164711449652,,0
ATP5MG,,0.319290332065437,0.353224754961002,0.124560804015694,,,0.515867714461554,0.368110190183959,0.749776486075513,,0
ATP5PB,,0.363503329837669,0.251336871972256,0.163241165155818,,,0.574830418452121,0.321957712669436,0.512593338719669,,0
ATP5PD,,0.560371557074986,0.244438763217059,0.372374684698576,,,0.603092817669928,0.439486312714366,0.202814277318564,,0
ATP5PO,,0.36913323704478,0.175065187654276,0.406677407964799,,,0.370509433408761,0.368110190183959,0.0175569864099829,,1
ATP6AP1,0.233508265748316,,,,,0.359743035944369,,,,,0
ATP6AP2,0.874644951829222,,,,,0.005525743776043504,,,,,1
ATP6V0A1,,0.127540741370558,0.0245632616820939,-0.128571264977396,,,0.751882439694276,0.941294026306058,0.729110430696262,,0
