,FC,FC,FC,FC,FC,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR
Tissue,CSF,CTX,CTX,SPC,SPC,CSF,CTX,CTX,SPC,SPC,sum_significant
Fraction,CSF,insoluble,soluble,insoluble,soluble,CSF,insoluble,soluble,insoluble,soluble,
Leading_Gene,,,,,,,,,,,
RTCA,,-0.166370039445222,-0.136768520074923,-0.476826626702959,-0.171994843832235,,0.61487563006594,0.657499159750385,0.201286379907491,0.59326799657993,0
RTCB,,-0.342144208387244,-0.261516000833445,-0.156063701889113,-0.10260700121012,,0.475208721265592,0.253365940806029,0.790720403152313,0.545677282305689,0
RTKN,,,-0.0532023740763991,,0.284003463705391,,,0.951976352046858,,0.436812638438493,0
RTKN2,,,-0.209437760777033,,0.21720954803241,,,0.358797402931547,,0.724920384413567,0
RTL8C,,,-0.27093820946402,,-0.0770433646186739,,,0.652381685355022,,0.833714508244453,0
RTN1,0.211169394235762,,-0.0430153561939669,,0.0809189877442219,0.9962090509916655,,0.796172839541749,,0.845035168571702,0
RTN3,,-0.271940666119137,-0.114747893156047,0.473538318044176,-0.0912891373800598,,0.729824550450796,0.573141187877561,0.211253006520788,0.707316466867986,0
RTN4,,-0.187087419352577,-0.164809435057186,0.27029341572399,-0.0909700748828701,,0.791954408803169,0.368110190183959,0.487647680885055,0.420639618166727,0
RTN4R,-0.0211464478487429,,,,,0.9962090509916655,,,,,0
RTN4RL1,-0.0236505521398005,,,,,0.9962090509916655,,,,,0
RTN4RL2,0.014829210978494,,,,,0.9962090509916655,,,,,0
RTRAF,,-0.310422942200877,-0.240044461624356,-0.50278941860398,-0.213463888877684,,0.521489685725897,0.335356164073925,0.205879498077081,0.387366532440187,0
RU17,,,,,0.0748557452271434,,,,,0.921441539418527,0
RUFY1,,,0.2776437107096,,0.213743440167868,,,0.546387463718318,,0.574911703082726,0
RUFY3,,-0.0223740759423092,-0.0740412813328111,0.0237604599975552,-0.181890254951891,,0.95594981127783,0.539228321305422,0.920935764436823,0.228967367489194,0
RUN3A,,,,,-0.221319520087431,,,,,0.656479003636633,0
RUNDC3A,,,0.102755186191082,,,,,0.852611627433512,,,0
RUVB1,,,,,-0.00196477989396748,,,,,0.98881960653421,0
RUVB2,,,,,0.0499565551570884,,,,,0.820654263181176,0
RUVBL1,,,0.112133978154525,,,,,0.475216318227677,,,0
RUVBL2,,,-0.0581382175420883,,,,,0.697616836764022,,,0
RYR2,,,0.0659811649905403,,-0.0152268612008237,,,0.584849344556231,,0.973578641844275,0
S100A1,,,0.338734411294569,,,,,0.59262671580953,,,0
S100A10,,,0.239411336239645,,,,,0.59107575871393,,,0
S100A11,,,0.290312962407216,,,,,0.761096589101964,,,0
S100A13,,,0.223391499962041,,,,,0.612415041882651,,,0
S100A4,-0.174446095591007,,,,,0.9962090509916655,,,,,0
S100A6,,,0.106038879369718,,,,,0.768641722908913,,,0
S100A7,0.0963503888675152,,,,,0.9962090509916655,,,,,0
S100A9,-0.546619742955917,,-0.0711031117693023,,,0.9962090509916655,,0.929029257084533,,,0
S100B,0.133842407219486,-0.0418072145418975,0.263864432056499,0.755331519160427,0.405006012112999,0.9666008984729242,0.982834224779866,0.547933691736765,0.0542887589392773,0.0150772905587924,1
S10A1,,,,,0.493650181921573,,,,,0.168241352716061,0
S10A6,,,,,0.740722902630498,,,,,0.096882709523693,0
S10A9,,,,,0.201261731175224,,,,,0.642375754369585,0
S10AA,,,,,0.48620388272694,,,,,0.0434499855668924,1
S10AB,,,,,0.404874380910497,,,,,0.371957833335776,0
S10AD,,,,,0.529292269091895,,,,,0.215107437743332,0
S12A2,,,,,0.15065631733035,,,,,0.581993020981012,0
S12A5,,,,,-0.0902808625768233,,,,,0.74811264574349,0
S14L2,,,,,0.040081313126527,,,,,0.856910623010097,0
S2546,,,,,-0.0945995587595785,,,,,0.909466619861938,0
S27A1,,,,,0.053649443343603,,,,,0.809621795373104,0
S27A4,,,,,-0.290570577375612,,,,,0.311942641323537,0
S27A6,,,,,0.156491659387014,,,,,0.731560230687411,0
S4A10,,,,,-0.28533499799615,,,,,0.458818738163889,0
S4A4,,,,,0.0948991740556995,,,,,0.685573969315978,0
S4A8,,,,,0.14188630547536,,,,,0.755858335864473,0
S6A17,,,,,-0.370821087145168,,,,,0.745443298827056,0
SAA1,0.100118976650815,,,,,0.9962090509916655,,,,,0
SAA4,-0.0250096577660273,,,,,0.9962090509916655,,,,,0
SAC1,,,,,0.0770055287521588,,,,,0.640462138890623,0
SACM1L,,-0.0978199521560159,-0.104329191233919,-0.215442305366193,,,0.841498014628545,0.490172109198639,0.241374444327001,,0
SACS,,0.0288020575517358,-0.135017126947054,,-0.156506188889852,,0.982834224779866,0.496800232691255,,0.523406876340571,0
SAE1,,,0.0326410602706232,,0.161550656120931,,,0.906687244931529,,0.61138429110263,0
SAE2,,,,,0.225342072887078,,,,,0.590538440857991,0
SAFB,,,-0.150442499207782,,,,,0.802555557438697,,,0
SAFB1,,,,,0.453150722448843,,,,,0.593935921124522,0
SAHH,,,,,-0.106129278332396,,,,,0.926587324070735,0
SAHH2,,,,,0.120141548090558,,,,,0.672624287066446,0
SAM50,,,,,-0.136625906324018,,,,,0.679007872796304,0
SAMH1,,,,,0.272892443741374,,,,,0.142899968788154,0
SAMHD1,,0.158828913036365,-0.0927376414316468,-0.219102510002105,,,0.718795904289001,0.694550422406303,0.544377683351349,,0
SAMM50,,0.164919550695109,0.0600354840755415,0.824444444890724,,,0.818050422085317,0.863761121216297,0.257596320017244,,0
SAP3,,,,,-0.283937745191693,,,,,0.662959548825917,0
SAR1A,,0.249742815534309,-0.0861042253691019,-0.822852096081579,0.125786347478904,,0.662063382415778,0.657200505580906,0.305920397075427,0.279496614924373,0
SAR1B,,,-0.0279634029419962,,0.118832794123321,,,0.893483493507792,,0.230514058064301,0
SARAF,,,-0.199262432085618,,-0.236386919215168,,,0.621431588510526,,0.80358798666999,0
SARDH,,-0.0616578791538566,0.429156018908691,-0.295034210608576,-0.0090361075040204,,0.966681834141769,0.634661547052066,0.54962216350123,0.976834029915466,0
SARM1,,,-0.282680987383139,,0.138224653394643,,,0.666088470305332,,0.60115070523711,0
SARS1,,,-0.10791079010911,,,,,0.904876655243994,,,0
SARS2,,-0.563248470756867,-0.253725656296514,-0.857646008612447,,,0.316640165975451,0.261323319228746,0.123643902176204,,0
SART3,,,-0.30629612641613,,-0.143007928892589,,,0.497799769057807,,0.804191693973016,0
SASH1,,,-0.0226072075740618,,-0.281073214631951,,,0.979782878292465,,0.530104706714524,0
SBF1,,-0.0800677195307427,-0.110698624512425,-0.145028678333432,,,0.724657639119472,0.428785274866202,,,0
SBF2,,,0.0109355516508149,,,,,0.990616176695694,,,0
SBSN,0.201280887921651,,,,,0.9962090509916655,,,,,0
SBSPO,,,,,0.348317374282346,,,,,0.263766153643115,0
SBSPON,,0.232510306977967,0.010233079890501,0.270705329346481,,,0.925673931312377,0.990616176695694,0.554323784655707,,0
SC16A,,,,,0.00247207503510016,,,,,0.996492439311157,0
SC22B,,,,,-0.175071308646764,,,,,0.523406876340571,0
SC23A,,,,,0.104624431456601,,,,,0.395361267132932,0
SC23B,,,,,-0.226284946971031,,,,,0.652319921947502,0
SC24A,,,,,0.221640634982091,,,,,0.798056852114809,0
SC24C,,,,,-0.0462750267649541,,,,,0.949049723133066,0
SC31A,,,,,0.0499976448807649,,,,,0.906741236938562,0
SC6A1,,,,,-0.67581460301593,,,,,0.37640230480602,0
SCAI,,,-0.27420432183975,,-0.468107317925845,,,0.454309532063086,,0.600020429814405,0
SCCPDH,,,0.289391025819952,,,,,0.45616472433614,,,0
SCFD1,,-0.331476341678632,-0.32115603487135,-0.29673169100905,-0.362327978621982,,0.521489685725897,0.137369303227591,0.365190039008553,0.264266707620211,0
SCFD2,,,0.26667744322726,,0.226074259727981,,,0.652190328859521,,0.693232630395397,0
SCG2,0.320387008681145,,,,,0.1527163533011162,,,,,0
SCG3,0.0965983792448313,,,,,0.9525340492753607,,,,,0
SCG5,0.125402935360714,,,,,0.9595208764726064,,,,,0
SCMC1,,,,,0.057867695422035,,,,,0.961823981840594,0
SCMC2,,,,,0.0201150188100928,,,,,0.946117362299694,0
SCMC3,,,,,0.17140399844185,,,,,0.89847111522571,0
SCN1A,,,0.148150222975589,,-0.682184510401656,,,0.612415041882651,,0.617239340684152,0
SCN1B,0.0608462553757896,,,,,0.9962090509916655,,,,,0
SCN2A,,0.00846043330397367,-0.0162727802368823,,0.324749904100292,,0.994060761323541,0.920228852352977,,0.594985456964174,0
SCN2B,,,0.177688954962676,,0.431711360637444,,,0.547456815692458,,,0
SCN3B,0.074908720166448,,,,,0.9962090509916655,,,,,0
SCN4B,-0.0252162921123027,,,,,0.9962090509916655,,,,,0
SCN8A,,,0.0645560359507393,,-0.137353601309814,,,0.823705744220449,,0.490305384716758,0
SCO1,,,0.0444629999561292,,0.125900839831087,,,0.890537008905292,,0.713053134145423,0
SCOT1,,,,,-0.18727908973779,,,,,0.146876026840552,0
SCP2,,-0.146468662425975,-0.0149210029555823,-0.12496870576646,,,0.791046792234246,0.979142380077993,0.790720403152313,,0
SCPDL,,,,,0.254675322808208,,,,,0.45413595514562,0
SCPEP1,0.122462391853333,,,,,0.9962090509916655,,,,,0
SCRG1,0.18233194864305,,,,,0.6418340479087274,,,,,0
SCRIB,,,-0.059107788206074,,-0.179626946580798,,,0.894523487234042,,0.661635240670402,0
SCRN1,,-0.250282484980467,-0.28089463353458,0.465693982579546,-0.0190693646816232,,0.802896529822386,0.368110190183959,0.072741730622505,0.966157509475435,0
SCUBE1,0.172584738050189,,,,,0.7071590357509884,,,,,0
SCUBE2,0.124711381703449,,,,,0.9218283773407483,,,,,0
SCYL1,,,-0.00847273324410458,,-0.252785895073949,,,0.987065207394603,,0.444306521696361,0
SDC2,-0.265592789649963,,,,,0.9128560146816982,,,,,0
SDCB1,,,,,0.0824177314953392,,,,,0.876963683113265,0
SDCBP,0.108493443559611,-0.144841254165513,-0.297810528344583,-0.068585256226925,,0.9962090509916655,0.830806153565755,0.46660824003178,0.827708878911512,,0
SDF2,,,-0.0640336673952373,,-0.237365870622213,,,0.96335438542648,,0.585031606064736,0
SDF4,0.105036300277,,,,,0.7692116684153902,,,,,0
SDHA,,0.782046301812869,0.381273780036935,0.0585290917437999,0.0613351768311617,,0.249612868907871,0.232012390816428,0.863897720220435,0.82273874816823,0
SDHB,,,0.364164932420755,,0.189412852684496,,,0.226569004764308,,0.693965939961454,0
SDR39U1,,-0.005914865828547,-0.152810536593074,-1.11530169161506,,,0.998589987665774,0.671641331236456,0.0344397119524236,,1
SDSL,,,-0.0164492637660129,,-0.111205019095002,,,0.96762771856146,,0.489794789523032,0
SE1L1,,,,,-0.278665458956577,,,,,0.4760319682298,0
SEC13,,0.112035356743601,0.257450620953764,-0.286173356218528,-0.111625204554115,,0.900037904528893,0.309831889735006,0.322264246550831,0.673656402767184,0
SEC14L2,,-0.366570357894048,-0.351239171814122,-0.248669451854466,,,0.522987982143714,0.261323319228746,0.445060380656397,,0
SEC16A,,,0.237422454770674,,,,,0.327183932862246,,,0
SEC22B,,-0.0517666564658272,-0.228995351599176,-0.213536133832512,,,0.966681834141769,0.397176171704709,0.525889191437818,,0
SEC23A,,0.0184948762658951,-0.125888618007625,-0.410129421061178,,,0.98098690299008,0.476412836375628,0.352401102074518,,0
SEC23B,,,-0.078465968094547,,,,,0.884316023347418,,,0
SEC24A,,,-0.362023519864068,,,,,0.532416355854987,,,0
SEC24B,,-0.21843952784616,,,,,0.595971098746209,,,,0
SEC24C,,0.0300392430064792,-0.0434937929087827,-0.140847887286339,,,0.977221135301774,0.86477632344415,0.661837171318527,,0
SEC31A,,0.0830248328255742,0.0440828943035228,0.496764735331576,,,0.803928607286426,0.876575666766215,,,0
SECTM1,-0.209955782601329,,,,,0.7675984230778834,,,,,0
SEL1L,,,0.282246513501674,,,,,0.573141187877561,,,0
SELB,,,,,0.0772935986906778,,,,,0.761634885570306,0
SELENBP1,0.0809779848371228,,,,,0.9962090509916655,,,,,0
SELENOF,0.320874255636465,,,,,0.05303824048420294,,,,,0
SELENOM,0.0555259327720403,,,,,0.9962090509916655,,,,,0
SELENOO,,,0.208619710112364,,,,,0.35140564899456,,,0
SELENOP,0.12173421042306,,,,,0.9567056315432991,,,,,0
SELL,-0.0061172669362932,,,,,0.9962090509916655,,,,,0
SELO,,,,,0.136924074764306,,,,,0.628641127621091,0
SEMA3A,-0.0295620163281765,,,,,0.9962090509916655,,,,,0
SEMA3B,-0.0232196199208303,,,,,0.9962090509916655,,,,,0
SEMA3C,0.17890148422345,,,,,0.7675984230778834,,,,,0
SEMA3E,-0.139473091689565,,,,,0.9962090509916655,,,,,0
SEMA3F,-0.0181106565613476,,,,,0.9962090509916655,,,,,0
SEMA3G,0.0266307501713321,,,,,0.9962090509916655,,,,,0
SEMA4A,0.165621132320828,,,,,0.9595208764726064,,,,,0
SEMA4B,0.0452544348580481,,,,,0.9962090509916655,,,,,0
SEMA4C,0.0596224947979582,,,,,0.9962090509916655,,,,,0
SEMA4D,-0.0501762374212653,,,,,0.9962090509916655,,,,,0
SEMA6A,-0.126837444659287,,,,,0.6418340479087274,,,,,0
SEMA6B,-0.0596329155927471,,,,,0.9962090509916655,,,,,0
SEMA6C,0.0682836501829094,,,,,0.9962090509916655,,,,,0
SEMA6D,-0.0108428956847462,,,,,0.9962090509916655,,,,,0
SEMA7A,-0.066046343221295,,,,,0.9962090509916655,,,,,0
SENP8,,,-0.322789237622973,,-0.151062009920969,,,0.665405487422365,,0.691257886996513,0
SEPTIN10,,,-0.179290729545948,,-0.118505826572999,,,0.867129877048484,,0.705174681121398,0
SEPTIN11,,0.0991640540606393,0.14506106678053,0.487070468508328,0.138418693286851,,0.888751890699499,0.360462091331239,0.0750921051957184,0.413808482724831,0
SEPTIN2,,0.299856582402527,-0.0939789042030159,0.275923574332676,0.039767433117047,,0.477224960432528,0.648974939057981,0.232965279257708,0.80671504224729,0
SEPTIN3,,0.360594280576955,-0.044455630925972,0.0487990470592277,-0.166938935845682,,0.612835030006535,0.807982867111092,0.944965946590902,0.550027469420458,0
SEPTIN4,,-0.00154357034987546,-0.162436039489289,0.152668433140825,-0.112199905977216,,0.998699207742396,0.647862155509733,0.768378171888273,0.370165337370492,0
SEPTIN5,,-0.0417887520582142,0.0133635003476686,-0.0959513489951499,-0.110008123609694,,0.966681834141769,0.953915180003754,0.873043624131438,0.641231049241336,0
SEPTIN6,,,-0.0590725132573904,,-0.487227935980544,,,0.815190423182506,,0.300299268068703,0
SEPTIN7,,0.070676367116133,0.0163255733811294,0.162128427432979,0.00790876743663205,,0.841668577080085,0.941193822391447,0.15868322498833,0.960429295023711,0
SEPTIN8,,0.0226894532805829,0.00515530219937566,0.371513666362573,-0.0700635409405055,,0.987837716078066,0.984281189563305,0.0410708102392964,0.686473062879292,1
SEPTIN9,,0.00289755077706627,-0.0778634140291219,0.308630648283709,0.0527718590977717,,0.998699207742396,0.530173185182582,0.0680353245445606,0.690977977913542,0
SERA,,,,,-0.122505730996529,,,,,0.525505966696013,0
SERC,,,,,-0.0622695428528861,,,,,0.752847503283876,0
SERPH,,,,,0.258192074529964,,,,,0.264266707620211,0
SERPINA1,0.0933587334372774,,0.195654474425141,,,0.9962090509916655,,0.709857102446511,,,0
SERPINA10,0.0229588881936724,,,,,0.9962090509916655,,,,,0
SERPINA3,0.0279258328156473,,-0.0131267383886251,,,0.9962090509916655,,0.987328889447353,,,0
SERPINA4,0.0463773235540437,,,,,0.9962090509916655,,,,,0
SERPINA5,0.0238748472564083,,,,,0.9962090509916655,,,,,0
SERPINA6,-0.0320862184428989,,,,,0.9962090509916655,,,,,0
SERPINA7,-0.087501725814338,,,,,0.9962090509916655,,,,,0
SERPINB1,0.0460360912754716,,,,,0.9962090509916655,,,,,0
SERPINB3,,,-0.147795426098963,,,,,0.612415041882651,,,0
SERPINB6,0.03922326872949,,-0.468528234553252,,,0.9962090509916655,,0.612415041882651,,,0
SERPINB9,,,-0.0972648191801244,,,,,0.66647287228864,,,0
SERPINC1,-0.0469925602645702,,0.041082768033775,,,0.9962090509916655,,0.953897149475107,,,0
SERPIND1,0.146683103741875,,,,,0.9767077574634933,,,,,0
SERPINE2,0.0128540053512118,,,,,0.9962090509916655,,,,,0
SERPINF1,0.0939804972434537,,,,,0.9962090509916655,,,,,0
SERPINF2,-0.014649504412084,,,,,0.9962090509916655,,,,,0
SERPING1,0.0197537586728807,,,,,0.9962090509916655,,,,,0
SERPINH1,,,-0.120300109355235,,,,,0.643666399684907,,,0
SERPINI1,0.118010676636988,,,,,0.9335328904244985,,,,,0
SESD1,,,,,-0.0295383581868674,,,,,0.946326509355556,0
SESTD1,,0.304710261902667,-0.317555492938852,-0.122240075826781,,,0.527083132768594,0.464272361676179,0.800801255461351,,0
SEZ6,-0.002053193568301,,,,,0.9962090509916655,,,,,0
SEZ6L,0.081215472743331,,,,,0.9756835064288556,,,,,0
SEZ6L2,0.102284652625034,,,,,0.9767077574634933,,,,,0
SF3A1,0.0578914165496833,,,,,0.9962090509916655,,,,,0
SF3A3,,,-0.164391696448532,,0.208182139070093,,,0.546387463718318,,0.685573969315978,0
SF3B3,,,-0.0936770562327072,,-0.327152158788916,,,0.651842761367388,,0.538396064724849,0
SFPQ,,-0.221303481772099,-0.14641162176114,-0.0931165590753783,0.0377804551664508,,0.707395515698715,0.496800232691255,0.727275179660839,0.94941861141741,0
SFRP1,-0.140915703315001,,,,,0.9962090509916655,,,,,0
SFRP2,0.0053961390540724,,,,,0.9962090509916655,,,,,0
SFRP4,-0.115979295493499,,,,,0.9962090509916655,,,,,0
SFXN1,,0.982137052447045,0.402838677741624,-0.121132145274489,0.282125951730929,,0.249612868907871,0.331677553432816,0.834527010266291,0.609635237572633,0
SFXN3,,0.599889565659671,0.369629755004719,-0.0943295724806114,0.246900044439866,,0.266980843953371,0.273604354814231,0.800801255461351,0.264266707620211,0
SFXN5,,,0.393114413626395,,0.534185939887688,,,0.214507489024295,,0.0770885755108389,0
SGCE,-0.0800674328777475,,,,,0.8332810466885683,,,,,0
SGIP1,,,-0.190540966319906,,0.143281712046326,,,0.66768833493721,,0.951345798635112,0
SGK3,,,-0.216645519330333,,0.183621562215585,,,0.596414488890998,,0.399038793731909,0
SGSM1,,,-0.0315436525614582,,-0.607532038645466,,,0.960782199809356,,0.382511393105729,0
SGT1,,,,,-0.134087018521638,,,,,0.695263376046983,0
SGTA,,,-0.209304672955756,,0.0151601406412586,,,0.300339511499474,,0.955002207787025,0
SGTB,,,-0.097519127232258,,-0.145201671623944,,,0.769353304398746,,0.502901488385713,0
SH2D5,,,0.0508954696358672,,-0.295332761819381,,,0.916802923846739,,0.707316466867986,0
SH3BGRL,-0.0709865057107173,,0.245827050187728,,,0.9962090509916655,,0.513321935218567,,,0
SH3BGRL2,,0.0568474933617948,-0.0397670055085477,0.130206922859646,,,0.890406590090763,0.896205292124144,0.720999766245487,,0
SH3BGRL3,-0.0001688689567149,,0.378900725100176,,,0.9997839623833602,,0.477418245200327,,,0
SH3G1,,,,,-0.039742107844488,,,,,0.970149529841813,0
SH3G2,,,,,-0.238459247759028,,,,,0.154528127724352,0
SH3G3,,,,,-0.00703016921478195,,,,,0.986524179790851,0
SH3GL1,,,-0.313454021152445,,,,,0.612415041882651,,,0
SH3GL2,,-0.0884809757431254,-0.0529011678363278,0.036504767809474,,,0.895561770027574,0.80909397859545,0.925845777235565,,0
SH3GL3,,,0.0197005222982526,,,,,0.966263864172868,,,0
SH3GLB1,,,-0.0563786207818019,,,,,0.880326489698158,,,0
SH3GLB2,,-0.216354788980588,-0.166870068708395,0.0715446656056643,,,0.521489685725897,0.201433730738231,0.638665543098977,,0
SH3K1,,,,,0.0386796161510377,,,,,0.961823981840594,0
SH3KBP1,,,-0.146525381090897,,,,,0.793051724448901,,,0
SH3L1,,,,,0.380593388636439,,,,,0.162325390119167,0
SH3L2,,,,,0.0507536435881287,,,,,0.693965939961454,0
SH3L3,,,,,0.178514324496289,,,,,0.482805942661002,0
SH3PXD2A,,,0.144332213468796,,,,,0.629320349476049,,,0
SHAN1,,,,,-0.31493561634928,,,,,0.543444555286749,0
SHAN2,,,,,0.782949715636325,,,,,,0
SHAN3,,,,,-0.636172949169043,,,,,0.5574333578219,0
SHANK1,,,0.304095333911698,,,,,0.319984010829076,,,0
SHANK2,,,0.221938046199025,,,,,0.360462091331239,,,0
SHANK3,,0.243854532225862,0.194558154871694,,,,0.521489685725897,0.443517094109415,,,0
SHBG,0.108834896547677,,,,,0.9962090509916655,,,,,0
SHC3,,,-0.116991704131919,,-0.379844061456134,,,0.854931611414901,,0.590538440857991,0
SHH,-0.378055969874065,,,,,0.8202840789811244,,,,,0
SHIP1,,,,,0.196493208979188,,,,,0.411743883950081,0
SHIP2,,,,,0.458340683821816,,,,,0.476771933194673,0
SHISA4,-0.309564237470751,,,,,0.7071590357509884,,,,,0
SHISA5,0.0928258426261657,,,,,0.9962090509916655,,,,,0
SHISA7,0.120294086123662,,,,,0.9767077574634933,,,,,0
SHLB1,,,,,0.0810465118577978,,,,,0.825139022347991,0
SHLB2,,,,,-0.211934158086925,,,,,0.0211993871812398,1
SHMT1,,,-0.247133666787165,,,,,0.74961568961759,,,0
SHMT2,,-0.305813185373364,-0.233915813109092,-0.408680637133386,,,0.430320382214802,0.366289134699,0.165484867102618,,0
SHOT1,,,,,-0.0155208933702838,,,,,0.970149529841813,0
SHPS1,,,,,-1.33257275356312,,,,,0.300648810535863,0
SHTN1,,-0.359170361340669,-0.233471278530066,0.0880209922053021,,,0.527083132768594,0.45616472433614,0.842419977527382,,0
SI1L1,,,,,-0.0901514745904657,,,,,0.884083683300205,0
SIAE,-0.0394887455319193,,,,,0.9962090509916655,,,,,0
SIAS,,,,,-0.28587798704933,,,,,0.208380418491316,0
SIGLEC14,-0.28233785836593,,,,,0.36795398963864534,,,,,0
SIK3,,0.151156209174973,0.0586553199093192,-0.416034581339244,0.0328418906485534,,0.674651739375727,0.74982717257732,0.292258377868242,0.934184578757256,0
SIL1,0.211646233065009,,,,,0.676152021593089,,,,,0
SIPA1L1,,,0.277071321941934,,,,,0.273604354814231,,,0
SIR2,,,,,0.103159534519851,,,,,0.718386260914832,0
SIR5,,,,,-0.0815050556077592,,,,,0.840395177159872,0
SIRPA,0.046089271446327,,0.422351150045004,,,0.9962090509916655,,0.621431588510526,,,0
SIRT2,,0.556943418947355,0.203303522206997,0.322497528527508,,,0.309962064937829,0.584344780543121,0.0505422292339505,,0
SIRT5,,-0.346562452175899,-0.187026053226328,-0.558051019534367,,,0.374415076908856,0.595437931328663,0.0542887589392773,,0
SKIV2,,,,,0.0961414285199647,,,,,0.705174681121398,0
SKIV2L,,-0.148438175951287,0.0136910945906706,-0.369718254734287,,,0.814405427308148,0.964011447189368,0.445498283888034,,0
SKP1,-0.0838360732251946,,0.0523477651991548,,0.307370125134501,0.9962090509916655,,0.768641722908913,,0.340331076416932,0
SKT,,,,,0.130189093800597,,,,,0.773007533661549,0
SL9A1,,,,,0.143340166060508,,,,,0.916417165742953,0
SL9A6,,,,,0.344026607299739,,,,,0.506641746573389,0
SLC12A2,,-0.126851265029074,-0.0298398563461607,0.145340692363522,,,0.818050422085317,0.843500259938115,0.534107027456145,,0
